,MEDIO_PREDOMINANTE,LATITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_ORIGEN,LONGITUD_DESTINO,DIFERENCIA_HORAS,tiempo_recorrido,distancia_km,velocidad km/h
3079,TPC-SITP,4.55781041429,4.5039197406387,-74.1366635781,-74.11952719208,00:22:00,0.36666666666666664,6.29327972417333,17.163490156836357
3080,TPC-SITP,4.5039197406387,4.5607513014109,-74.11952719208,-74.131275427762,00:30:00,0.5,6.459402938563562,12.918805877127124
3081,TPC-SITP,4.5607513014109,4.5039197406387,-74.131275427762,-74.11952719208,01:20:00,1.3333333333333333,6.459402938563562,4.844552203922672
3082,TPC-SITP,4.5031332819357,4.6100090651691,-74.118562030259,-74.072132124024,01:00:00,1.0,12.965063933788631,12.965063933788631
3083,Transmilenio,4.6100090651691,4.5031332819357,-74.072132124024,-74.118562030259,01:30:00,1.5,12.965063933788631,8.643375955859087
3084,Transmilenio,4.50336976227,4.67579231355,-74.1196128421,-74.0559617118,01:01:00,1.0166666666666666,20.452254544316606,20.116971682934366
3085,Transmilenio,4.67579231355,4.5031332819357,-74.0559617118,-74.118562030259,01:01:00,1.0166666666666666,20.43703750833682,20.10200410656081
3086,PEATON,4.6841209844734,4.6802446385513,-74.146875928558,-74.145963039256,00:05:00,0.08333333333333333,0.4432404887482678,5.318885864979214
3087,PEATON,4.6802446385513,4.6841209844734,-74.145963039256,-74.146875928558,00:15:00,0.25,0.4432404887482678,1.7729619549930713
3088,PEATON,4.6816476839048,4.6794877531175,-74.14447018533,-74.137691429233,00:14:00,0.23333333333333334,0.7895917984087186,3.3839648503230797
3089,PEATON,4.6794877531175,4.6841209844734,-74.137691429233,-74.146875928558,00:25:48,0.43,1.1420974980720258,2.6560406931907576
3090,INTERMUNICIPAL,4.6088439267204,4.7167432,-74.129678139624,-74.2117265,00:50:00,0.8333333333333334,15.071254792886277,18.085505751463533
3091,INTERMUNICIPAL,4.7167432,4.6839766851837,-74.2117265,-74.147423040683,01:43:59,1.7330555555555556,8.012549596844291,4.623365691399174
3092,PEATON,4.6836806130624,4.68580299449,-74.147780427497,-74.1452477602,00:10:00,0.16666666666666666,0.36712058564794814,2.202723513887689
3093,PEATON,4.68580299449,4.6839766851837,-74.1452477602,-74.147423040683,00:15:00,0.25,0.3155609182609176,1.2622436730436704
3094,PEATON,4.6836806130624,4.6812941317448,-74.147780427497,-74.149474958911,00:14:00,0.23333333333333334,0.32545706652462286,1.3948159993912408
3095,PEATON,4.6812941317448,4.6839766851837,-74.149474958911,-74.147423040683,00:38:45,0.6458333333333333,0.3755021081154476,0.5814226190174673
3096,Transmilenio,4.6840241775278,4.596377161472,-74.147369109553,-74.168775880747,02:10:00,2.1666666666666665,10.041777387965778,4.634666486753437
3097,Transmilenio,4.596377161472,4.6840241775278,-74.168775880747,-74.147369109553,01:46:00,1.7666666666666666,10.041777387965778,5.684024936584403
3098,TPC-SITP,4.6840241775278,4.5951916298947,-74.147369109553,-74.137799933495,01:46:00,1.7666666666666666,9.945642111626015,5.62960874242982
3099,TPC-SITP,4.5951916298947,4.6840241775278,-74.137799933495,-74.147369109553,00:50:00,0.8333333333333334,9.945642111626015,11.934770533951218
3100,TPC-SITP,4.6814892865566,4.6397331475304,-74.145433072483,-74.115676952961,01:10:00,1.1666666666666667,5.701430328421385,4.886940281504044
3101,TPC-SITP,4.6397331475304,4.6814892865566,-74.115676952961,-74.145433072483,01:50:00,1.8333333333333335,5.701430328421385,3.109871088229846
3102,TPC-SITP,4.6814892865566,4.6397331475304,-74.145433072483,-74.115676952961,01:15:00,1.25,5.701430328421385,4.561144262737108
3103,TPC-SITP,4.6397331475304,4.6814892865566,-74.115676952961,-74.145433072483,01:50:00,1.8333333333333335,5.701430328421385,3.109871088229846
3104,TPC-SITP,4.5974580781448,4.667396704482,-74.066195691316,-74.056491710405,01:12:00,1.2,7.8596424434257575,6.5497020361881315
3105,TPC-SITP,4.667396704482,4.6813966747037,-74.056491710405,-74.145342769134,01:35:00,1.5833333333333335,9.980400105638502,6.303410593034843
3106,TPC-SITP,4.6813966747037,4.6371381658883,-74.145342769134,-74.118644105759,00:20:00,0.3333333333333333,5.748805681254558,17.246417043763675
3107,TPC-SITP,4.6371381658883,4.6813966747037,-74.118644105759,-74.145342769134,00:20:00,0.3333333333333333,5.748805681254558,17.246417043763675
3108,"BICICLETA, BICICLETA CON MOTOR",4.68580299449,4.6374305775708,-74.1452477602,-74.122867398319,00:31:00,0.5166666666666667,5.929756489747816,11.476948044673192
3109,"BICICLETA, BICICLETA CON MOTOR",4.6374305775708,4.6813966747037,-74.122867398319,-74.145342769134,00:30:00,0.5,5.492951711339901,10.985903422679803
3110,TPC-SITP,4.68580299449,4.61240036504,-74.1452477602,-74.0687668238,01:25:00,1.4166666666666667,11.78035800720641,8.315546828616288
3111,TPC-SITP,4.61240036504,4.6813966747037,-74.0687668238,-74.145342769134,01:40:00,1.6666666666666665,11.453420562598213,6.872052337558928
3112,PEATON,4.68580299449,4.66975161472,-74.1452477602,-74.1395440374,00:35:00,0.5833333333333334,1.8955836735353675,3.2495720117749154
3113,PEATON,4.66975161472,4.6813966747037,-74.1395440374,-74.145342769134,00:17:00,0.2833333333333333,1.447194967594143,5.107746944449916
3114,Transmilenio,4.6256271930756,4.6228482021876,-74.179527016613,-74.069463231635,01:00:00,1.0,12.21629464763627,12.21629464763627
3115,Transmilenio,4.6228482021876,4.6256271930756,-74.069463231635,-74.179527016613,02:05:00,2.0833333333333335,12.21629464763627,5.863821430865409
3116,"BICICLETA, BICICLETA CON MOTOR",4.6256271930756,4.6304762825378,-74.179527016613,-74.177973061978,01:56:00,1.9333333333333333,0.5666674643645739,0.2931038608782279
3117,"BICICLETA, BICICLETA CON MOTOR",4.6304762825378,4.6256271930756,-74.177973061978,-74.179527016613,00:50:00,0.8333333333333334,0.5666674643645739,0.6800009572374887
3118,TPC-SITP,4.611356468832,4.6146851131053,-74.201145947812,-74.161312190388,01:00:00,1.0,4.435419924033207,4.435419924033207
3119,TPC-SITP,4.6146851131053,4.611356468832,-74.161312190388,-74.201145947812,01:00:00,1.0,4.435419924033207,4.435419924033207
3120,Transmilenio,4.611356468832,4.5910805483643,-74.201145947812,-74.122538310703,01:00:00,1.0,9.009678159071333,9.009678159071333
3121,Transmilenio,4.5910805483643,4.611356468832,-74.122538310703,-74.201145947812,00:27:00,0.45,9.009678159071333,20.021507020158516
3122,TPC-SITP,4.6296704177844,4.60460538065,-74.180622099779,-74.0770809876,01:42:00,1.7,11.822726305663606,6.9545448856844745
3123,TPC-SITP,4.60460538065,4.6296704177844,-74.0770809876,-74.180622099779,01:50:00,1.8333333333333335,11.822726305663606,6.4487598030892395
3124,PEATON,4.6296704177844,4.6284153723409,-74.180622099779,-74.176054838963,00:30:00,0.5,0.5256732502373639,1.0513465004747278
3125,PEATON,4.6284153723409,4.6296704177844,-74.176054838963,-74.180622099779,00:50:00,0.8333333333333334,0.5256732502373639,0.6308079002848367
3126,PEATON,4.6296704177844,4.6401577921666,-74.180622099779,-74.169684033534,00:56:00,0.9333333333333333,1.6840018417423677,1.8042876875811082
3127,PEATON,4.6401577921666,4.6296704177844,-74.169684033534,-74.180622099779,00:27:00,0.45,1.6840018417423677,3.7422263149830393
3128,TPC-SITP,4.6311201440357,4.6753076607446,-74.180031310148,-74.143201157254,02:00:00,2.0,6.394893321825237,3.1974466609126186
3129,TPC-SITP,4.6753076607446,4.6311201440357,-74.143201157254,-74.180031310148,01:50:00,1.8333333333333335,6.394893321825237,3.4881236300864926
3130,TPC-SITP,4.6311201440357,4.6670026368845,-74.180031310148,-74.158255940462,00:45:00,0.75,4.668269322381139,6.224359096508185
3131,TPC-SITP,4.6670026368845,4.6311201440357,-74.158255940462,-74.180031310148,00:16:00,0.26666666666666666,4.668269322381139,17.506009958929273
3132,Transmilenio,4.6311201440357,4.6549099734304,-74.180031310148,-74.055467212502,02:00:00,2.0,14.072360394711382,7.036180197355691
3133,Transmilenio,4.6549099734304,4.6311201440357,-74.055467212502,-74.180031310148,02:00:00,2.0,14.072360394711382,7.036180197355691
3134,TPC-SITP,4.6031081271345,4.6032227110048,-74.078995423393,-74.078908368607,04:00:00,4.0,0.016000309359949654,0.0040000773399874135
3135,TPC-SITP,4.6032227110048,4.6300194621701,-74.078908368607,-74.181016435449,01:41:00,1.6833333333333333,11.71587126063636,6.959923521170115
3136,"BICICLETA, BICICLETA CON MOTOR",4.6319351001463,4.5919550104412,-74.181086295464,-74.106495415562,01:34:00,1.5666666666666667,9.39727286926068,5.998259278251498
3137,"BICICLETA, BICICLETA CON MOTOR",4.5919550104412,4.6319351001463,-74.106495415562,-74.181086295464,01:05:15,1.0875,9.39727286926068,8.641170454492581
3138,PEATON,4.6319351001463,4.6262556633908,-74.181086295464,-74.187508087963,00:17:00,0.2833333333333333,0.9525917806075713,3.3620886374384873
3139,PEATON,4.6262556633908,4.6319351001463,-74.187508087963,-74.181086295464,00:24:00,0.4,0.9525917806075713,2.381479451518928
3140,TPC-SITP,4.5833533976646,4.6845902332864,-74.131140862977,-74.077934337878,02:30:00,2.5,12.722306021146029,5.088922408458411
3141,TPC-SITP,4.6845902332864,4.5833533976646,-74.077934337878,-74.131140862977,01:50:00,1.8333333333333335,12.722306021146029,6.939439647897833
3142,TPC-SITP,4.5833533976646,4.6865629516088,-74.131140862977,-74.075817682042,02:31:00,2.5166666666666666,13.026242499107589,5.175990396996393
3143,TPC-SITP,4.6865629516088,4.5833533976646,-74.075817682042,-74.131140862977,02:31:00,2.5166666666666666,13.026242499107589,5.175990396996393
3144,MOTO,4.5944577475828,4.5985437463,-74.112537720726,-74.1063527705,02:52:00,2.8666666666666667,0.8233388760858383,0.2872112358438971
3145,MOTO,4.5985437463,4.5829559559811,-74.1063527705,-74.131495855869,00:30:00,0.5,3.285540350404925,6.57108070080985
3146,PEATON,4.5829559559811,4.5872115635561,-74.131495855869,-74.128470997393,00:43:00,0.7166666666666667,0.5805881141531751,0.8101229499811746
3147,PEATON,4.5872115635561,4.5829559559811,-74.128470997393,-74.131495855869,00:40:43,0.678611111111111,0.5805881141531751,0.8555535042781133
3148,PEATON,4.6262327296978,4.5970493121366,-74.08689134152,-74.110804947988,01:50:00,1.8333333333333335,4.194602393995433,2.287964942179327
3149,PEATON,4.5970493121366,4.6044147396045,-74.110804947988,-74.07927194107,00:50:00,0.8333333333333334,3.593715289491946,4.312458347390335
3150,PEATON,4.6262327296978,4.5970493121366,-74.08689134152,-74.110804947988,01:50:00,1.8333333333333335,4.194602393995433,2.287964942179327
3151,PEATON,4.5970493121366,4.580635996817,-74.110804947988,-74.0787760089,01:48:00,1.8,3.996178758232037,2.2200993101289095
3152,AUTO,4.5853412601442,4.6960227998842,-74.1320886019,-74.032084339196,01:15:00,1.25,16.58094149747012,13.264753197976097
3153,AUTO,4.6960227998842,4.5853412601442,-74.032084339196,-74.1320886019,00:22:00,0.36666666666666664,16.58094149747012,45.22074953855488
3154,Transmilenio,4.58287899887,4.63850594194,-74.1326982216,-74.0681679125,00:28:00,0.4666666666666667,9.466495660843488,20.285347844664617
3155,Transmilenio,4.63850594194,4.5853412601442,-74.0681679125,-74.1320886019,00:28:00,0.4666666666666667,9.237464872199903,19.794567583285506
3156,Transmilenio,4.5844400745424,4.6411630462314,-74.129979403979,-74.070830261212,01:00:00,1.0,9.107475602945682,9.107475602945682
3157,Transmilenio,4.6411630462314,4.5841253987423,-74.070830261212,-74.130998216942,01:50:00,1.8333333333333335,9.213381421599603,5.025480775417965
3158,Transmilenio,4.5841253987423,4.6382880802135,-74.130998216942,-74.065385184522,00:28:00,0.4666666666666667,9.452892639304658,20.256198512795695
3159,Transmilenio,4.6382880802135,4.5841253987423,-74.065385184522,-74.130998216942,00:28:00,0.4666666666666667,9.452892639304658,20.256198512795695
3160,TPC-SITP,4.584894781778,4.6021095257749,-74.131575795781,-74.076803379531,01:10:00,1.1666666666666667,6.372622128875877,5.462247539036466
3161,TPC-SITP,4.6021095257749,4.584894781778,-74.076803379531,-74.131575795781,01:30:00,1.5,6.372622128875877,4.248414752583918
3162,TPC-SITP,4.584894781778,4.69966918226,-74.131575795781,-74.0379091509,01:05:00,1.0833333333333333,16.46971239184522,15.202811438626359
3163,TPC-SITP,4.69966918226,4.584894781778,-74.0379091509,-74.131575795781,01:05:00,1.0833333333333333,16.46971239184522,15.202811438626359
3164,AUTO,4.5791605950201,4.6537914952114,-74.136021340871,-74.064908332004,01:30:00,1.5,11.457851830309536,7.638567886873024
3165,AUTO,4.6537914952114,4.5791605950201,-74.064908332004,-74.136021340871,01:20:00,1.3333333333333333,11.457851830309536,8.593388872732152
3166,TPC-SITP,4.5794706205906,4.6280734241666,-74.135194779695,-74.106433713175,00:30:00,0.5,6.281527419700374,12.563054839400747
3167,TPC-SITP,4.6280734241666,4.5794706205906,-74.106433713175,-74.135194779695,01:30:00,1.5,6.281527419700374,4.1876849464669155
3168,MOTO,4.5794706205906,4.7665035078536,-74.135194779695,-74.028887806416,01:01:00,1.0166666666666666,23.929178236035213,23.536896625608406
3169,MOTO,4.7665035078536,4.5794706205906,-74.028887806416,-74.135194779695,02:00:00,2.0,23.929178236035213,11.964589118017606
3170,AUTO,4.5794056384963,4.5995789619515,-74.135138090927,-74.079379934804,00:16:00,0.26666666666666666,6.582021534345856,24.68258075379696
3171,TPC-SITP,4.5995789619515,4.5794056384963,-74.079379934804,-74.135138090927,00:45:00,0.75,6.582021534345856,8.776028712461141
3172,AUTO,4.5837805474346,4.6452275839023,-74.131848442121,-74.142362200344,00:45:00,0.75,6.939028543315861,9.252038057754481
3173,AUTO,4.6452275839023,4.5842824213974,-74.142362200344,-74.131974255188,00:46:00,0.7666666666666667,6.8816096700457035,8.97601261310309
3174,AUTO,4.5837805474346,4.6822777751899,-74.131848442121,-74.08146122481,00:45:00,0.75,12.307748439314109,16.41033125241881
3175,AUTO,4.6822777751899,4.5842824213974,-74.08146122481,-74.131974255188,01:58:00,1.9666666666666668,12.264375155486533,6.236122960416881
3176,PEATON,4.5647307484659,4.5627119797734,-74.137458676342,-74.125345789586,00:50:00,0.8333333333333334,1.3627839502548589,1.6353407403058307
3177,PEATON,4.5627119797734,4.5647307484659,-74.125345789586,-74.137458676342,00:50:00,0.8333333333333334,1.3627839502548589,1.6353407403058307
3178,PEATON,4.5647307484659,4.5627119797734,-74.137458676342,-74.125345789586,00:50:00,0.8333333333333334,1.3627839502548589,1.6353407403058307
3179,PEATON,4.5627119797734,4.5647307484659,-74.125345789586,-74.137458676342,00:50:00,0.8333333333333334,1.3627839502548589,1.6353407403058307
3180,Transmilenio,4.6345052216151,4.7468228709358,-74.184942633452,-74.096173661307,02:01:00,2.0166666666666666,15.916171694810165,7.8923165428810735
3181,Transmilenio,4.7468228709358,4.6345052216151,-74.096173661307,-74.184942633452,03:00:00,3.0,15.916171694810165,5.3053905649367215
3182,PEATON,4.6345052216151,4.6386936816861,-74.184942633452,-74.185985888786,00:38:00,0.6333333333333333,0.4804118247551579,0.7585449864555125
3183,PEATON,4.6386936816861,4.6345052216151,-74.185985888786,-74.184942633452,00:33:00,0.55,0.4804118247551579,0.8734760450093779
3184,PEATON,4.6345052216151,4.6386936816861,-74.184942633452,-74.185985888786,00:26:00,0.43333333333333335,0.4804118247551579,1.108642672511903
3185,PEATON,4.6386936816861,4.6345052216151,-74.185985888786,-74.184942633452,00:39:00,0.65,0.4804118247551579,0.7390951150079352
3186,PEATON,4.6345052216151,4.6386936816861,-74.184942633452,-74.185985888786,00:35:00,0.5833333333333334,0.4804118247551579,0.8235631281516993
3187,PEATON,4.6386936816861,4.6345052216151,-74.185985888786,-74.184942633452,00:18:00,0.3,0.4804118247551579,1.6013727491838599
3188,PEATON,4.6345052216151,4.6386936816861,-74.184942633452,-74.185985888786,00:39:00,0.65,0.4804118247551579,0.7390951150079352
3189,PEATON,4.6386936816861,4.6345052216151,-74.185985888786,-74.184942633452,00:55:00,0.9166666666666666,0.4804118247551579,0.5240856270056269
3190,PEATON,4.553673942807,4.5581195886304,-74.091912845846,-74.090922776841,00:32:00,0.5333333333333333,0.506936185739385,0.9505053482613469
3191,PEATON,4.5581195886304,4.553673942807,-74.090922776841,-74.091912845846,00:33:00,0.55,0.506936185739385,0.9217021558897909
3192,TPC-SITP,4.553673942807,4.6532254696692,-74.091912845846,-74.062095395659,01:11:00,1.1833333333333333,11.565386161622241,9.773565770384993
3193,TPC-SITP,4.6532254696692,4.553673942807,-74.062095395659,-74.091912845846,01:34:00,1.5666666666666667,11.565386161622241,7.382161379758878
3194,PEATON,4.5622156940132,4.5885592036948,-74.089077692116,-74.083771435531,00:50:00,0.8333333333333334,2.9910772498375424,3.5892926998050507
3195,PEATON,4.5885592036948,4.5608033062542,-74.083771435531,-74.082864729804,01:37:00,1.6166666666666667,3.0914139383233383,1.9122148072103122
3196,TPC-SITP,4.5604551382737,4.609228250272,-74.082775953139,-74.072601408942,00:34:00,0.5666666666666667,5.545546169042778,9.786257945369607
3197,TPC-SITP,4.609228250272,4.5604551382737,-74.072601408942,-74.082775953139,00:33:00,0.55,5.545546169042778,10.082811216441414
3198,TPC-SITP,4.5604551382737,4.6770512060148,-74.082775953139,-74.14252710258,01:48:00,1.8,14.574665343954116,8.09703630219673
3199,TPC-SITP,4.6770512060148,4.5604551382737,-74.14252710258,-74.082775953139,01:50:00,1.8333333333333335,14.574665343954116,7.9498174603386085
3200,PEATON,4.5604551382737,4.5559582895446,-74.082775953139,-74.082649152233,00:23:00,0.38333333333333336,0.5007852541296612,1.3063963151208553
3201,PEATON,4.5559582895446,4.5604551382737,-74.082649152233,-74.082775953139,00:06:00,0.1,0.5007852541296612,5.007852541296612
3202,PEATON,4.5700485786875,4.5817064803587,-74.098256652049,-74.075947461067,01:34:00,1.5666666666666667,2.795073758698203,1.784089633211619
3203,PEATON,4.5817064803587,4.5700485786875,-74.075947461067,-74.098256652049,01:34:00,1.5666666666666667,2.795073758698203,1.784089633211619
3204,TPC-SITP,4.6890899436612,4.747403394794,-74.157273587494,-74.022803741596,01:14:00,1.2333333333333334,16.269527576149827,13.191508845526887
3205,TPC-SITP,4.747403394794,4.6890899436612,-74.022803741596,-74.157273587494,01:14:00,1.2333333333333334,16.269527576149827,13.191508845526887
3206,PEATON,4.6890899436612,4.6885759200587,-74.157273587494,-74.14817426793,00:19:00,0.31666666666666665,1.0111632879001053,3.193147224947701
3207,PEATON,4.6885759200587,4.6890899436612,-74.14817426793,-74.157273587494,00:20:00,0.3333333333333333,1.0111632879001053,3.033489863700316
3208,TPC-SITP,4.6890899436612,4.7167432,-74.157273587494,-74.2117265,01:00:00,1.0,6.780352467054221,6.780352467054221
3209,TPC-SITP,4.7167432,4.6890899436612,-74.2117265,-74.157273587494,01:00:00,1.0,6.780352467054221,6.780352467054221
3210,PEATON,4.6890899436612,4.687750900463,-74.157273587494,-74.149329645352,00:16:00,0.26666666666666666,0.8938740623442036,3.352027733790764
3211,PEATON,4.687750900463,4.6890899436612,-74.149329645352,-74.157273587494,00:16:00,0.26666666666666666,0.8938740623442036,3.352027733790764
3212,TPC-SITP,4.6891424499862,4.5865619228111,-74.157632721466,-74.081701360941,03:00:00,3.0,14.190803477366464,4.730267825788821
3213,TPC-SITP,4.5865619228111,4.6891424499862,-74.081701360941,-74.157632721466,03:00:00,3.0,14.190803477366464,4.730267825788821
3214,PEATON,4.6891424499862,4.6889483838932,-74.157632721466,-74.158600638985,00:14:00,0.23333333333333334,0.10953903459197793,0.46945300539419116
3215,PEATON,4.6889483838932,4.6891424499862,-74.158600638985,-74.157632721466,00:14:00,0.23333333333333334,0.10953903459197793,0.46945300539419116
3216,PEATON,4.6891424499862,4.6888242714402,-74.157632721466,-74.157353032849,00:14:00,0.23333333333333334,0.047089725032033215,0.20181310728014235
3217,PEATON,4.6888242714402,4.6891424499862,-74.157353032849,-74.157632721466,00:14:00,0.23333333333333334,0.047089725032033215,0.20181310728014235
3218,PEATON,4.6891424499862,4.6889483838932,-74.157632721466,-74.158600638985,00:14:00,0.23333333333333334,0.10953903459197793,0.46945300539419116
3219,PEATON,4.6889483838932,4.6891424499862,-74.158600638985,-74.157632721466,00:14:00,0.23333333333333334,0.10953903459197793,0.46945300539419116
3220,PEATON,4.6891424499862,4.6889483838932,-74.157632721466,-74.158600638985,00:14:00,0.23333333333333334,0.10953903459197793,0.46945300539419116
3221,PEATON,4.6889483838932,4.6891424499862,-74.158600638985,-74.157632721466,00:14:00,0.23333333333333334,0.10953903459197793,0.46945300539419116
3222,TPC-SITP,4.6897648684661,4.59028071942,-74.156685417581,-74.0777731106,01:00:00,1.0,14.117636038041395,14.117636038041395
3223,Transmilenio,4.59028071942,4.6897648684661,-74.0777731106,-74.156685417581,01:20:00,1.3333333333333333,14.117636038041395,10.588227028531048
3224,TPC-SITP,4.6897417850918,4.6435023842279,-74.156467975546,-74.095939821214,01:09:00,1.15,8.461382562921573,7.35772396775789
3225,TPC-SITP,4.6435023842279,4.6897648684661,-74.095939821214,-74.156685417581,01:05:00,1.0833333333333333,8.482102885319378,7.829633432602503
3226,TPC-SITP,4.6897648684661,4.59028071942,-74.156685417581,-74.0777731106,01:00:00,1.0,14.117636038041395,14.117636038041395
3227,Transmilenio,4.59028071942,4.6897648684661,-74.0777731106,-74.156685417581,01:20:00,1.3333333333333333,14.117636038041395,10.588227028531048
3228,"BICICLETA, BICICLETA CON MOTOR",4.62849910245,4.6531201730495,-74.063404636839,-74.142928522255,01:37:00,1.6166666666666667,9.23942644764549,5.715109142873499
3229,"BICICLETA, BICICLETA CON MOTOR",4.6531201730495,4.6896839012401,-74.142928522255,-74.157040935395,01:30:00,1.5,4.361038635645311,2.9073590904302073
3230,AUTO,4.6896839012401,4.65335699691,-74.157040935395,-74.0734412245,01:30:00,1.5,10.118579710507344,6.745719807004896
3231,AUTO,4.65335699691,4.6896839012401,-74.0734412245,-74.157040935395,01:55:30,1.9249999999999998,10.118579710507344,5.2564050444194
3232,AUTO,4.6896839012401,4.65335699691,-74.157040935395,-74.0734412245,01:30:00,1.5,10.118579710507344,6.745719807004896
3233,AUTO,4.65335699691,4.6896839012401,-74.0734412245,-74.157040935395,00:40:30,0.6749999999999999,10.118579710507344,14.990488460010882
3234,TPC-SITP,4.6860635991338,4.6122818777851,-74.155766354166,-74.070581992839,01:00:00,1.0,12.521575146737238,12.521575146737238
3235,TPC-SITP,4.6122818777851,4.6860635991338,-74.070581992839,-74.155766354166,01:00:00,1.0,12.521575146737238,12.521575146737238
3236,PEATON,4.699057587914,4.699057587914,-74.046014336707,-74.046014336707,00:05:00,0.08333333333333333,0.0,0.0
3237,PEATON,4.699057587914,4.6992426870658,-74.046014336707,-74.047911668316,00:05:00,0.08333333333333333,0.21150637305216333,2.5380764766259603
3238,PEATON,4.6992426870658,4.699057587914,-74.047911668316,-74.046014336707,00:06:00,0.1,0.21150637305216333,2.115063730521633
3239,PEATON,4.699057587914,4.6992426870658,-74.046014336707,-74.047911668316,00:03:00,0.05,0.21150637305216333,4.230127461043266
3240,PEATON,4.6384859782364,4.5866282782654,-74.189341224605,-74.081910060238,03:39:00,3.65,13.244714584100306,3.628688927150769
3241,PEATON,4.5866282782654,4.6384859782364,-74.081910060238,-74.189341224605,03:39:00,3.65,13.244714584100306,3.628688927150769
3242,PEATON,4.6384859782364,4.5866282782654,-74.189341224605,-74.081910060238,03:39:00,3.65,13.244714584100306,3.628688927150769
3243,PEATON,4.5866282782654,4.6384859782364,-74.081910060238,-74.189341224605,03:39:00,3.65,13.244714584100306,3.628688927150769
3244,PEATON,4.6384859782364,4.5866282782654,-74.189341224605,-74.081910060238,00:51:00,0.85,13.244714584100306,15.582017157765065
3245,PEATON,4.5866282782654,4.6384859782364,-74.081910060238,-74.189341224605,03:39:00,3.65,13.244714584100306,3.628688927150769
3246,PEATON,4.6368091232086,4.6405308460868,-74.189657955194,-74.194151256664,00:24:00,0.4,0.6482295468188078,1.6205738670470196
3247,PEATON,4.6405308460868,4.6368091232086,-74.194151256664,-74.189657955194,00:08:00,0.13333333333333333,0.6482295468188078,4.861721601141059
3248,MOTO,4.6368091232086,4.6865066255008,-74.189657955194,-74.121771259823,00:27:00,0.45,9.345549650488657,20.767888112197014
3249,MOTO,4.6865066255008,4.6368091232086,-74.121771259823,-74.189657955194,00:20:00,0.3333333333333333,9.345549650488657,28.03664895146597
3250,Transmilenio,4.7024378453049,4.708023074001,-74.023174540206,-74.053255424083,00:20:00,0.3333333333333333,3.3947298670297466,10.18418960108924
3251,Transmilenio,4.708023074001,4.6368091232086,-74.053255424083,-74.189657955194,01:51:00,1.85,17.0844324968009,9.234828376649135
3252,PEATON,4.6855642384528,4.6379486806966,-74.123982092874,-74.186027167867,00:45:00,0.75,8.688213376929156,11.584284502572208
3253,PEATON,4.6379486806966,4.6368091232086,-74.186027167867,-74.189657955194,00:56:00,0.9333333333333333,0.4223555166912398,0.4525237678834712
3254,MOTO,4.4971989235763,4.6407024201139,-74.112822131197,-74.055516156916,00:23:00,0.38333333333333336,17.19388826563621,44.85362156252924
3255,MOTO,4.6407024201139,4.4971989235763,-74.055516156916,-74.112822131197,00:23:00,0.38333333333333336,17.19388826563621,44.85362156252924
3256,TPC-SITP,4.6404987486178,4.5968418471235,-74.19434249795,-74.17933801543,01:01:00,1.0166666666666666,5.137132279888033,5.05291699661118
3257,TPC-SITP,4.5968418471235,4.6404987486178,-74.17933801543,-74.19434249795,00:50:00,0.8333333333333334,5.137132279888033,6.164558735865639
3258,TPC-SITP,4.6338353302338,4.6563873188435,-74.128321508337,-74.085784087426,01:36:00,1.6,5.3458433927101785,3.3411521204438612
3259,TPC-SITP,4.6563873188435,4.6338353302338,-74.085784087426,-74.128321508337,01:36:00,1.6,5.3458433927101785,3.3411521204438612
3260,"BICICLETA, BICICLETA CON MOTOR",4.6381436781031,4.5940827799518,-74.159348568799,-74.124142538265,00:25:00,0.4166666666666667,6.270368453320071,15.04888428796817
3261,"BICICLETA, BICICLETA CON MOTOR",4.5940827799518,4.6381436781031,-74.124142538265,-74.159348568799,00:25:00,0.4166666666666667,6.270368453320071,15.04888428796817
3262,TPC-SITP,4.6388632441,4.6511506360496,-74.161455076,-74.072497018472,02:00:00,2.0,9.964579756150302,4.982289878075151
3263,TPC-SITP,4.6511506360496,4.6381436781031,-74.072497018472,-74.159348568799,01:00:00,1.0,9.744704266179227,9.744704266179227
3266,PEATON,4.6400525057672,4.6397898094165,-74.169872160034,-74.166877420027,00:10:00,0.16666666666666666,0.33356513901610557,2.0013908340966338
3267,PEATON,4.6397898094165,4.6400525057672,-74.166877420027,-74.169872160034,00:08:00,0.13333333333333333,0.33356513901610557,2.501738542620792
3268,PEATON,4.6400525057672,4.6397898094165,-74.169872160034,-74.166877420027,00:10:00,0.16666666666666666,0.33356513901610557,2.0013908340966338
3269,PEATON,4.6397898094165,4.6400525057672,-74.166877420027,-74.169872160034,00:10:00,0.16666666666666666,0.33356513901610557,2.0013908340966338
3270,TAXI,4.6498546441552,4.7561460100026,-74.065880310904,-74.025187033353,01:22:00,1.3666666666666667,12.664370492745189,9.26661255566721
3271,TAXI,4.7561460100026,4.6498546441552,-74.025187033353,-74.065880310904,00:30:00,0.5,12.664370492745189,25.328740985490377
3272,TAXI,4.6498546441552,4.6222005049305,-74.065880310904,-74.077354817134,00:30:00,0.5,3.3313328385059435,6.662665677011887
3273,TAXI,4.6222005049305,4.6498546441552,-74.077354817134,-74.065880310904,01:20:00,1.3333333333333333,3.3313328385059435,2.4984996288794576
3274,PEATON,4.6498546441552,4.596666518978,-74.065880310904,-74.072664858606,01:12:00,1.2,5.968546766631966,4.973788972193305
