"","V1","MEDIO_PREDOMINANTE","LATITUD_ORIGEN","LATITUD_DESTINO","LONGITUD_ORIGEN","LONGITUD_DESTINO","DIFERENCIA_HORAS","tiempo_recorrido","distancia_km","velocidad km/h","RGB"
"932",128459,"INTERMUNICIPAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"00:24:00",0.4,11.9446594550428,29.861648637607,"#FFFF4D"
"933",128461,"INTERMUNICIPAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"00:24:00",0.4,11.9446594550428,29.861648637607,"#FFFF4D"
"934",128477,"INTERMUNICIPAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"00:24:00",0.4,11.9446594550428,29.861648637607,"#FFFF4D"
"935",128483,"Transmilenio",4.6658284516917,5.0252154,-74.061148243658,-74.0011074,"02:02:00",2.03333333333333,40.5573558311258,19.9462405726848,"#FFFF33"
"936",128489,"INTERMUNICIPAL",4.8003563251647,5.0252154,-74.048923046832,-74.0011074,"01:00:00",1,25.5868523973358,25.5868523973358,"#FFFF42"
"937",128495,"INTERMUNICIPAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:31:00",0.516666666666667,14.5810787377825,28.2214427182887,"#FFFF49"
"938",128499,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:30:00",0.5,14.5810787377825,29.162157475565,"#FFFF4B"
"939",128501,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:00:00",1,12.1144005170963,12.1144005170963,"#FFFF1F"
"940",128683,"Transmilenio",4.664230879494,5.0252154,-74.061146757774,-74.0011074,"02:02:00",2.03333333333333,40.7327677184144,20.0325087139743,"#FFFF34"
"941",128701,"TPC-SITP",4.9647668,5.0252154,-73.9121163,-74.0011074,"01:00:00",1,11.9446594550428,11.9446594550428,"#FFFF1F"
"942",128705,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:00:00",2,12.1144005170963,6.05720025854813,"#FFFF0F"
"943",128707,"INTERMUNICIPAL",4.8648572,5.0252154,-74.047458,-74.0011074,"01:37:00",1.61666666666667,18.5764299597631,11.4905752328432,"#FFFF1D"
"944",128888,"AUTO",4.62787355943,5.0252154,-74.0636143936,-74.0011074,"02:00:00",2,44.7720836570368,22.3860418285184,"#FFFF3A"
"945",128890,"AUTO",4.5973221497932,5.0252154,-74.07581973459,-74.0011074,"02:00:00",2,48.3485225689167,24.1742612844584,"#FFFF3E"
"946",128997,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:51:00",2.85,12.1144005170963,4.25066684810395,"#FFFF0B"
"947",129021,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:59:00",0.983333333333333,12.1144005170963,12.3197293394199,"#FFFF20"
"948",129117,"AUTO",4.8648572,5.0252154,-74.047458,-74.0011074,"00:45:00",0.75,18.5764299597631,24.7685732796842,"#FFFF40"
"949",129191,"INTERMUNICIPAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"01:00:00",1,11.9446594550428,11.9446594550428,"#FFFF1F"
"950",129387,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:14:00",0.233333333333333,12.1144005170963,51.918859358984,"#FFFF87"
"951",129393,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"952",129734,"INTERMUNICIPAL",4.7647052982104,5.0252154,-74.027585530639,-74.0011074,"01:30:00",1.5,29.1482111353452,19.4321407568968,"#FFFF32"
"953",129742,"Transmilenio",4.66991229397,5.0252154,-74.0743481336,-74.0011074,"02:02:00",2.03333333333333,40.3779146617975,19.8579908172774,"#FFFF33"
"954",129744,"Transmilenio",4.6841295815729,5.0252154,-74.031307165645,-74.0011074,"02:00:00",2,38.1170226973933,19.0585113486967,"#FFFF31"
"955",129754,"TAXI",4.8648572,5.0252154,-74.047458,-74.0011074,"01:00:00",1,18.5764299597631,18.5764299597631,"#FFFF30"
"956",129772,"AUTO",4.8648572,5.0252154,-74.047458,-74.0011074,"00:30:00",0.5,18.5764299597631,37.1528599195263,"#FFFF60"
"957",129776,"INTERMUNICIPAL",4.75319709271,5.0252154,-74.0446776434,-74.0011074,"01:10:00",1.16666666666667,30.66417018067,26.2835744405743,"#FFFF44"
"958",129790,"INTERMUNICIPAL",4.8648572,5.0252154,-74.047458,-74.0011074,"01:20:00",1.33333333333333,18.5764299597631,13.9323224698223,"#FFFF24"
"959",129798,"Transmilenio",4.6207845269176,5.0252154,-74.07270640412,-74.0011074,"02:30:00",2.5,45.7162613521846,18.2865045408738,"#FFFF2F"
"960",129800,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:30:00",0.5,12.1144005170963,24.2288010341925,"#FFFF3F"
"961",129802,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:30:00",0.5,12.1144005170963,24.2288010341925,"#FFFF3F"
"962",129806,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:00:00",1,12.1144005170963,12.1144005170963,"#FFFF1F"
"963",129812,"Transmilenio",4.6267299934315,5.0252154,-74.068848517564,-74.0011074,"02:15:00",2.25,44.9911724995184,19.9960766664526,"#FFFF34"
"964",129814,"Transmilenio",4.6267410605671,5.0252154,-74.068919521846,-74.0011074,"02:15:00",2.25,44.9912739363931,19.9961217495081,"#FFFF34"
"965",130065,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:50:00",0.833333333333333,12.1144005170963,14.5372806205155,"#FFFF25"
"966",130088,"PEATON",4.59121471721,5.0252154,-74.0726657126,-74.0011074,"10:48:00",10.8,48.9605429912737,4.53338361030312,"#FFFF0B"
"967",130191,"AUTO",4.915941,5.0252154,-74.0969271,-74.0011074,"00:45:00",0.75,16.1522365990003,21.5363154653337,"#FFFF38"
"968",130193,"AUTO",4.915941,5.0252154,-74.0969271,-74.0011074,"00:45:00",0.75,16.1522365990003,21.5363154653337,"#FFFF38"
"969",130396,"INTERMUNICIPAL",4.6759875040641,5.0252154,-74.108803308548,-74.0011074,"01:45:00",1.75,40.6698567103212,23.2399181201835,"#FFFF3C"
"970",130473,"AUTO",4.8648572,5.0252154,-74.047458,-74.0011074,"00:50:00",0.833333333333333,18.5764299597631,22.2917159517158,"#FFFF39"
"971",130644,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:40:00",0.666666666666667,12.1144005170963,18.1716007756444,"#FFFF2F"
"972",130712,"INTERMUNICIPAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"01:00:00",1,11.9446594550428,11.9446594550428,"#FFFF1F"
"973",130753,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:59:00",0.983333333333333,12.1144005170963,12.3197293394199,"#FFFF20"
"974",131116,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:45:00",0.75,12.1144005170963,16.152534022795,"#FFFF2A"
"975",131300,"AUTO",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:00:00",1,12.1144005170963,12.1144005170963,"#FFFF1F"
"976",131459,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:00:00",1,16.1522365990003,16.1522365990003,"#FFFF2A"
"977",131671,"BICICLETA, BICICLETA CON MOTOR",4.915941,5.0252154,-74.0969271,-74.0011074,"01:05:00",1.08333333333333,16.1522365990003,14.9097568606156,"#FFFF26"
"978",131701,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:32:00",1.53333333333333,16.1522365990003,10.5340673471741,"#FFFF1B"
"979",131719,"MOTO",4.915941,5.0252154,-74.0969271,-74.0011074,"01:00:00",1,16.1522365990003,16.1522365990003,"#FFFF2A"
"980",131747,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:00:00",1,16.1522365990003,16.1522365990003,"#FFFF2A"
"981",131753,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:00:00",1,16.1522365990003,16.1522365990003,"#FFFF2A"
"982",132006,"Transmilenio",4.6106516268228,5.0252154,-74.079074586517,-74.0011074,"02:21:00",2.35,46.9524896281499,19.9797828204893,"#FFFF33"
"983",132022,"INTERMUNICIPAL",4.8648572,5.0252154,-74.047458,-74.0011074,"01:00:00",1,18.5764299597631,18.5764299597631,"#FFFF30"
"984",132028,"INTERMUNICIPAL",4.8648572,5.0252154,-74.047458,-74.0011074,"00:40:00",0.666666666666667,18.5764299597631,27.8646449396447,"#FFFF48"
"985",132034,"AUTO",4.8648572,5.0252154,-74.047458,-74.0011074,"01:00:00",1,18.5764299597631,18.5764299597631,"#FFFF30"
"986",132036,"Transmilenio",4.6743847744823,5.0252154,-74.047680226443,-74.0011074,"02:58:00",2.96666666666667,39.3945129266915,13.279049301132,"#FFFF22"
"987",132183,"MOTO",4.8648572,5.0252154,-74.047458,-74.0011074,"00:40:00",0.666666666666667,18.5764299597631,27.8646449396447,"#FFFF48"
"988",132631,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:00:00",2,12.1144005170963,6.05720025854813,"#FFFF0F"
"989",132661,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"990",133147,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"991",133165,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:59:00",0.983333333333333,12.1144005170963,12.3197293394199,"#FFFF20"
"992",133172,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:14:00",0.233333333333333,12.1144005170963,51.918859358984,"#FFFF87"
"993",133174,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:08:00",0.133333333333333,12.1144005170963,90.858003878222,"#FFFFEC"
"994",133178,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:34:00",0.566666666666667,12.1144005170963,21.3783538536993,"#FFFF37"
"995",133192,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"996",133230,"AUTO",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:51:00",0.85,12.1144005170963,14.2522359024662,"#FFFF25"
"997",133232,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"998",133309,"TPC-SITP",4.76267997456,5.0252154,-74.0376437933,-74.0011074,"02:44:00",2.73333333333333,29.5049608581981,10.7944978749505,"#FFFF1C"
"999",133319,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:30:00",1.5,12.1144005170963,8.07626701139751,"#FFFF15"
"1000",133321,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:50:55",1.84861111111111,14.5810787377825,7.88758579354125,"#FFFF14"
"1001",133325,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:20:00",1.33333333333333,12.1144005170963,9.0858003878222,"#FFFF17"
"1002",133337,"Transmilenio",4.6182322158769,5.0252154,-74.061866068389,-74.0011074,"02:17:00",2.28333333333333,45.803777776127,20.0600486610775,"#FFFF34"
"1003",133371,"AUTO",4.8648572,5.0252154,-74.047458,-74.0011074,"00:29:00",0.483333333333333,18.5764299597631,38.4339930201996,"#FFFF63"
"1004",133438,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:08:00",0.133333333333333,12.1144005170963,90.858003878222,"#FFFFEC"
"1005",133440,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:35:00",0.583333333333333,12.1144005170963,20.7675437435936,"#FFFF36"
"1006",133442,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:35:00",0.583333333333333,12.1144005170963,20.7675437435936,"#FFFF36"
"1007",133444,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:54:00",0.9,12.1144005170963,13.4604450189958,"#FFFF23"
"1008",133446,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:53:00",0.883333333333333,12.1144005170963,13.7144156797316,"#FFFF23"
"1009",133462,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:13:00",0.216666666666667,12.1144005170963,55.9126177712135,"#FFFF91"
"1010",133800,"INTERMUNICIPAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:50:00",0.833333333333333,14.5810787377825,17.497294485339,"#FFFF2D"
"1011",133894,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1012",133898,"INTERMUNICIPAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"01:00:00",1,11.9446594550428,11.9446594550428,"#FFFF1F"
"1013",133947,"ESPECIAL",4.4914494,5.0252154,-74.259146,-74.0011074,"01:28:00",1.46666666666667,65.9545460061576,44.969008640562,"#FFFF74"
"1014",134024,"TPC-SITP",4.8087332,5.0252154,-74.1026423,-74.0011074,"02:00:00",2,26.6000646053757,13.3000323026878,"#FFFF22"
"1015",134580,"BICICLETA, BICICLETA CON MOTOR",4.8648572,5.0252154,-74.047458,-74.0011074,"01:14:00",1.23333333333333,18.5764299597631,15.0619702376458,"#FFFF27"
"1016",134647,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:32:00",1.53333333333333,16.1522365990003,10.5340673471741,"#FFFF1B"
"1017",134834,"Transmilenio",4.59575933877,5.0252154,-74.0766955817,-74.0011074,"01:49:00",1.81666666666667,48.5366193215285,26.7174051311166,"#FFFF45"
"1018",134846,"INTERMUNICIPAL",4.75319709271,5.0252154,-74.0446776434,-74.0011074,"01:02:00",1.03333333333333,30.66417018067,29.6750034006484,"#FFFF4D"
"1019",134983,"INTERMUNICIPAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"02:40:00",2.66666666666667,14.5810787377825,5.46790452666844,"#FFFF0E"
"1020",135078,"Transmilenio",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:44:00",1.73333333333333,14.5810787377825,8.41216081025913,"#FFFF15"
"1021",135089,"MOTO",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:30:00",0.5,14.5810787377825,29.162157475565,"#FFFF4B"
"1022",135091,"MOTO",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:30:00",0.5,14.5810787377825,29.162157475565,"#FFFF4B"
"1023",135293,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1024",135295,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1025",135300,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:00:00",1,14.5810787377825,14.5810787377825,"#FFFF25"
"1026",135387,"TPC-SITP",4.68703526531,5.0252154,-74.0799430323,-74.0011074,"02:36:00",2.6,38.6483261690883,14.8647408342647,"#FFFF26"
"1027",135391,"TPC-SITP",4.6825910035314,5.0252154,-74.043413566121,-74.0011074,"02:16:00",2.26666666666667,38.4284117365902,16.9537110602604,"#FFFF2C"
"1028",137392,"AUTO",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:30:00",1.5,14.5810787377825,9.72071915852167,"#FFFF19"
"1029",137394,"AUTO",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:30:00",1.5,14.5810787377825,9.72071915852167,"#FFFF19"
"1030",137410,"INTERMUNICIPAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:00:00",1,14.5810787377825,14.5810787377825,"#FFFF25"
"1031",137412,"INTERMUNICIPAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:00:00",1,14.5810787377825,14.5810787377825,"#FFFF25"
"1032",137452,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:40:00",0.666666666666667,14.5810787377825,21.8716181066738,"#FFFF38"
"1033",137454,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:29:00",0.483333333333333,14.5810787377825,30.1677491126534,"#FFFF4E"
"1034",137725,"Transmilenio",4.6679473825039,5.0252154,-74.051474378119,-74.0011074,"02:47:00",2.78333333333333,40.1614247320497,14.4292543947484,"#FFFF25"
"1035",137730,"ESPECIAL",4.6316648689221,5.0252154,-74.060285412798,-74.0011074,"02:48:00",2.8,44.2989516858706,15.8210541735252,"#FFFF29"
"1036",137734,"ESPECIAL",4.4914494,5.0252154,-74.259146,-74.0011074,"01:28:00",1.46666666666667,65.9545460061576,44.969008640562,"#FFFF74"
"1037",138864,"ESPECIAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:00:00",1,16.1522365990003,16.1522365990003,"#FFFF2A"
"1038",139056,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:30:00",1.5,16.1522365990003,10.7681577326668,"#FFFF1C"
"1039",139058,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:15:00",1.25,16.1522365990003,12.9217892792002,"#FFFF21"
"1040",139060,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:00:00",1,16.1522365990003,16.1522365990003,"#FFFF2A"
"1041",139346,"INTERMUNICIPAL",4.8648572,5.0252154,-74.047458,-74.0011074,"01:37:00",1.61666666666667,18.5764299597631,11.4905752328432,"#FFFF1D"
"1042",139348,"AUTO",4.8648572,5.0252154,-74.047458,-74.0011074,"02:00:00",2,18.5764299597631,9.28821497988156,"#FFFF18"
"1043",139418,"TAXI",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:16:00",0.266666666666667,12.1144005170963,45.429001939111,"#FFFF76"
"1044",139424,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"1045",139426,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:49:00",2.81666666666667,12.1144005170963,4.30097059778566,"#FFFF0B"
"1046",139643,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:32:00",1.53333333333333,16.1522365990003,10.5340673471741,"#FFFF1B"
"1047",139804,"ESPECIAL",4.8648572,5.0252154,-74.047458,-74.0011074,"00:30:00",0.5,18.5764299597631,37.1528599195263,"#FFFF60"
"1048",139936,"INTERMUNICIPAL",4.6822239230028,5.0252154,-74.0942674294,-74.0011074,"03:00:00",3,39.5552631585117,13.1850877195039,"#FFFF22"
"1049",139978,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:32:00",1.53333333333333,16.1522365990003,10.5340673471741,"#FFFF1B"
"1050",140006,"INTERMUNICIPAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:20:00",1.33333333333333,14.5810787377825,10.9358090533369,"#FFFF1C"
"1051",140325,"AUTO",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:16:00",0.266666666666667,12.1144005170963,45.429001939111,"#FFFF76"
"1052",140408,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:24:00",0.4,12.1144005170963,30.2860012927407,"#FFFF4E"
"1053",140510,"AUTO",4.9647668,5.0252154,-73.9121163,-74.0011074,"02:53:00",2.88333333333333,11.9446594550428,4.14265645839634,"#FFFF0A"
"1054",140512,"INTERMUNICIPAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"02:18:00",2.3,11.9446594550428,5.19333019784469,"#FFFF0D"
"1055",140521,"AUTO",4.5866528689533,5.0252154,-74.081724975084,-74.0011074,"01:56:16",1.93777777777778,49.6329074647182,25.613312338444,"#FFFF42"
"1056",140738,"MOTO",4.9956821,5.0252154,-73.8733368,-74.0011074,"00:59:00",0.983333333333333,14.5454400790223,14.7919729617176,"#FFFF26"
"1057",140747,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"1058",140749,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1059",140751,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:13:00",0.216666666666667,12.1144005170963,55.9126177712135,"#FFFF91"
"1060",140753,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:09:00",0.15,12.1144005170963,80.7626701139751,"#FFFFD2"
"1061",140755,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:14:00",0.233333333333333,12.1144005170963,51.918859358984,"#FFFF87"
"1062",140757,"TAXI",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:20:00",0.333333333333333,12.1144005170963,36.3432015512888,"#FFFF5E"
"1063",140759,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:12:00",2.2,12.1144005170963,5.50654568958921,"#FFFF0E"
"1064",140761,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"1065",140763,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1066",140767,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1067",140769,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1068",140771,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1069",140773,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1070",140775,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1071",140779,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:43:00",1.71666666666667,12.1144005170963,7.05693234005608,"#FFFF12"
"1072",140783,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:16:00",0.266666666666667,12.1144005170963,45.429001939111,"#FFFF76"
"1073",140789,"MOTO",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:31:00",2.51666666666667,12.1144005170963,4.8136690796409,"#FFFF0C"
"1074",140791,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1075",140793,"TPC-SITP",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:07:00",2.11666666666667,12.1144005170963,5.72333882697461,"#FFFF0E"
"1076",140801,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"02:25:00",2.41666666666667,12.1144005170963,5.01285538638466,"#FFFF0D"
"1077",140803,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:59:00",0.983333333333333,12.1144005170963,12.3197293394199,"#FFFF20"
"1078",140805,"PEATON",4.9191986,5.0252154,-74.0257644,-74.0011074,"00:11:00",0.183333333333333,12.1144005170963,66.0785482750705,"#FFFFAB"
"1079",141045,"AUTO",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:40:00",0.666666666666667,14.5810787377825,21.8716181066738,"#FFFF38"
"1080",141086,"ESPECIAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"00:50:00",0.833333333333333,11.9446594550428,14.3335913460513,"#FFFF25"
"1081",141092,"ESPECIAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"01:50:00",1.83333333333333,11.9446594550428,6.5152687936597,"#FFFF10"
"1082",141118,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"02:18:00",2.3,14.5810787377825,6.33959945120978,"#FFFF10"
"1083",141120,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"01:51:18",1.855,14.5810787377825,7.8604198047345,"#FFFF14"
"1084",141122,"TPC-SITP",4.8648572,5.0252154,-74.047458,-74.0011074,"01:51:15",1.85416666666667,18.5764299597631,10.0187487423442,"#FFFF1A"
"1085",141219,"Transmilenio",4.558104057123,5.0252154,-74.107466007657,-74.0011074,"03:40:00",3.66666666666667,53.3203789297736,14.5419215263019,"#FFFF25"
"1086",141271,"ESPECIAL",4.8160984,5.0252154,-74.3536111,-74.0011074,"01:01:00",1.01666666666667,45.5016038205641,44.7556758890794,"#FFFF74"
"1087",141298,"BICICLETA, BICICLETA CON MOTOR",4.8160984,5.0252154,-74.3536111,-74.0011074,"03:02:00",3.03333333333333,45.5016038205641,15.0005287320541,"#FFFF27"
"1088",141407,"ESPECIAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:50:00",1.83333333333333,12.1144005170963,6.60785482750705,"#FFFF11"
"1089",141409,"MOTO",4.705716073966,5.0252154,-74.048834750886,-74.0011074,"01:55:00",1.91666666666667,35.9583646953489,18.7608859280081,"#FFFF30"
"1090",141424,"INTERMUNICIPAL",4.9191986,5.0252154,-74.0257644,-74.0011074,"01:50:57",1.84916666666667,12.1144005170963,6.55127562889388,"#FFFF11"
"1091",141480,"PEATON",4.59406344369,5.0252154,-74.090512538002,-74.0011074,"00:30:00",0.5,49.0096043815407,98.0192087630814,"#FFFFFF"
"1092",141595,"ESPECIAL",4.9647668,5.0252154,-73.9121163,-74.0011074,"01:44:44",1.74555555555556,11.9446594550428,6.84289847838225,"#FFFF11"
"1093",141721,"MOTO",4.59126496250465,5.0252154,-74.1938244809679,-74.0011074,"02:33:00",2.55,52.8260302135135,20.7160902798092,"#FFFF35"
"1094",141723,"TPC-SITP",4.8648572,5.0252154,-74.047458,-74.0011074,"02:53:00",2.88333333333333,18.5764299597631,6.44269247159415,"#FFFF10"
"1095",141731,"Transmilenio",4.6376578901051,5.0252154,-74.063415491636,-74.0011074,"02:11:00",2.18333333333333,43.6928580241546,20.0119960415975,"#FFFF34"
"1096",141737,"MOTO",4.9647668,5.0252154,-73.9121163,-74.0011074,"01:00:00",1,11.9446594550428,11.9446594550428,"#FFFF1F"
"1097",142219,"ESPECIAL",4.9084118,5.0252154,-73.9416075,-74.0011074,"00:50:00",0.833333333333333,14.5810787377825,17.497294485339,"#FFFF2D"
"1098",142238,"AUTO",4.8160984,5.0252154,-74.3536111,-74.0011074,"01:01:00",1.01666666666667,45.5016038205641,44.7556758890794,"#FFFF74"
"1099",142290,"AUTO",4.8160984,5.0252154,-74.3536111,-74.0011074,"01:01:00",1.01666666666667,45.5016038205641,44.7556758890794,"#FFFF74"
"1100",142292,"AUTO",4.8160984,5.0252154,-74.3536111,-74.0011074,"01:01:00",1.01666666666667,45.5016038205641,44.7556758890794,"#FFFF74"
"1101",142314,"MOTO",4.8160984,5.0252154,-74.3536111,-74.0011074,"03:00:00",3,45.5016038205641,15.1672012735214,"#FFFF27"
"1102",142334,"AUTO",4.8160984,5.0252154,-74.3536111,-74.0011074,"01:01:00",1.01666666666667,45.5016038205641,44.7556758890794,"#FFFF74"
"1103",142384,"INTERMUNICIPAL",4.915941,5.0252154,-74.0969271,-74.0011074,"01:15:00",1.25,16.1522365990003,12.9217892792002,"#FFFF21"
